Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src
reeses-3-peanut-butter-cups,Reeses 3 peanut Butter Cups,46g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,46,shopify,100,deny,manual,640,TRUE,TRUE,https://assets.indolj.io/upload/1750128196-Reeses 3 peanut Butter Cups 46g.jpg?q=10
bounty-2x-57g,Bounty 2X 57g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,340,TRUE,TRUE,https://assets.indolj.io/upload/1787221380-Bounty2X57g.jfif?q=10
kitkat-2-finger-white,kitkat 2 finger white,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,210,TRUE,TRUE,https://assets.indolj.io/upload/1768309660-kitkat 2 finger white.jfif?q=10
kitkat-2-finger-dark,kitkat 2 finger dark,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,210,TRUE,TRUE,https://assets.indolj.io/upload/1768309610-kitkat 2 finger dark.jfif?q=10
kitkat-2-finger-mocha,kitkat 2 finger mocha,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,210,TRUE,TRUE,https://assets.indolj.io/upload/1768309645-kitkat 2 finger mocha.jfif?q=10
candyland-neon-crawlers-jelly,CandyLand Neon Crawlers Jelly,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129467-CandyLand Neon Crawlers Jelly 42g_11zon.png?q=10
yummy-gummy-ponpon-jar,yummy Gummy PonPon Jar,175g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,175,shopify,100,deny,manual,880,TRUE,TRUE,https://assets.indolj.io/upload/1750129723-yummy Gummy PonPon Jar 175g.jpg?q=10
candyland-fizzyo-jelly,CandyLand Fizzyo Jelly,32g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,32,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129327-CandyLand Fizzyo Jelly 32g.jpg?q=10
yupi-fruit-cocktails-jelly,Yupi Fruit Cocktails Jelly,14g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,90,TRUE,TRUE,https://assets.indolj.io/upload/1732773332-Yupi Fruit Cocktails Jelly 14g.webp?q=10
sourpatch-kids-watermelon-pouch,SourPatch Kids Watermelon Pouch,130g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,130,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1767269568-SourPatch Kids Watermelon Pouch 130g.jfif?q=10
yummy-gummy-blackberry-tub-175g,Yummy Gummy Blackberry Tub 175g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,880,TRUE,TRUE,https://assets.indolj.io/upload/1763038797-Yummy Gummy Blackberry Tub 175g.jfif?q=10
yupi-aquarium-jelly,Yupi Aquarium Jelly,30g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,30,shopify,100,deny,manual,120,TRUE,TRUE,https://assets.indolj.io/upload/1732773253-Yupi Aquarium Jelly 30g.webp?q=10
candyland-bottles-jelly,CandyLand Bottles Jelly,32g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,32,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129336-CandyLand Bottles Jelly 32g.webp?q=10
yummy-gummybear-tub-175g,Yummy  GummyBear Tub 175g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,880,TRUE,TRUE,https://assets.indolj.io/upload/1763038845-Yummy  GummyBear Tub 175g.jfif?q=10
yupi-gummi-footballs-jelly,Yupi Gummi Footballs Jelly,16g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,16,shopify,100,deny,manual,90,TRUE,TRUE,https://assets.indolj.io/upload/1732773372-Yupi Gummi FootBalls Jelly 16g.webp?q=10
yupi-gummi-pizza-jelly,Yupi Gummi Pizza Jelly,14g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,14,shopify,100,deny,manual,90,TRUE,TRUE,https://assets.indolj.io/upload/1732364059-Yupi gummi Pizza Jelly.jpg?q=10
sourpatch-kids-blue-rasberry-pouch,SourPatch Kids Blue Rasberry Pouch,130g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,130,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1767269605-SourPatch Kids Blue Rasberry Pouch 130g.jfif?q=10
paw-patrol-malow-pop45g,Paw Patrol malow pop45g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,500,TRUE,TRUE,https://assets.indolj.io/upload/1763038920-Paw Patrol malow pop45g.jfif?q=10
sweeto-sour-ring-jelly,Sweeto Sour Ring Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128340-Sweeto Sour Ring Jelly 80g.jpg?q=10
candyland-abc-jelly,CandyLand ABC Jelly,32g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,32,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129348-CandyLand ABC Jelly 32g.jpg?q=10
tom-jerry-malow-pop-45g,Tom & Jerry malow pop 45g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,500,TRUE,TRUE,https://assets.indolj.io/upload/1763038958-Tom & Jerry malow pop 45g.jfif?q=10
yupi-gummy-big-frank-jelly,Yupi Gummy Big Frank Jelly,28g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,28,shopify,100,deny,manual,140,TRUE,TRUE,https://assets.indolj.io/upload/1732773450-Yupi Gummy Big Frank Jelly 28g.png?q=10
candyland-chili-mili-jelly,CandyLand Chili Mili Jelly,32g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,32,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129356-CandyLand Chili Mili Jelly 32g.jpg?q=10
sourpatch-kids-glow-ups-pouch,SourPatch Kids Glow ups Pouch,87g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,87,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1767269649-SourPatch Kids Glow ups Pouch 87g.jfif?q=10
yupi-burger-jelly,Yupi Burger Jelly,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1732773280-Yupi Burger Jelly.webp?q=10
candyland-watermelon-jelly,CandyLand Watermelon Jelly,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129379-CandyLand Watermelon Jelly 42g.jpg?q=10
looney-tunes-malow-pop-45g,Looney Tunes malow pop 45g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,500,TRUE,TRUE,https://assets.indolj.io/upload/1763038997-Looney Tunes malow pop 45g.jfif?q=10
sweeto-sour-tangy-jelly,Sweeto Sour Tangy Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128348-Sweeto Sour Tangy Jelly 80g.webp?q=10
yummy-gummy-watermelon-jar,Yummy Gummy Watermelon Jar,175g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,175,shopify,100,deny,manual,880,TRUE,TRUE,https://assets.indolj.io/upload/1734097539-f4.jpg?q=10
yupi-strawberry-heart-jelly,Yupi Strawberry Heart Jelly,15gm,Candyshop,General,"General, Imported",TRUE,Title,Default Title,15,shopify,100,deny,manual,90,TRUE,TRUE,https://assets.indolj.io/upload/1768309259-Yupi Strawberry Heart Jelly 15gm.jfif?q=10
hallo-kitty-marchmallow-lollypop-45g,Hallo Kitty Marchmallow Lollypop 45g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,500,TRUE,TRUE,https://assets.indolj.io/upload/1763039039-Hallo Kitty Marchmallow Lollypop 45g.jfif?q=10
sweeto-cola-jelly,Sweeto Cola Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128356-Sweeto Cola Jelly 80g.webp?q=10
sourpatch-heads-peach-pouch,SourPatch Heads Peach pouch,102g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,102,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1767269688-SourPatch Heads Peach pouch 102g.jfif?q=10
sweeto-bears-jelly,Sweeto Bears Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128364-Sweeto Bears Jelly 80g.jpg?q=10
candyland-mango-jelly,CandyLand Mango Jelly,42g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,42,shopify,100,deny,manual,50,TRUE,TRUE,https://assets.indolj.io/upload/1750129522-CandyLand Mango Jelly 42g.jpg?q=10
spongebob-malow-pop-45g,Spongebob Malow pop 45g,,Candyshop,General,"General, Imported",TRUE,Title,Default Title,0,shopify,100,deny,manual,500,TRUE,TRUE,https://assets.indolj.io/upload/1763039073-Spongebob Malow pop 45g.jfif?q=10
sourpatch-kids-grapes-pouch,SourPatch Kids Grapes Pouch,101g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,101,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1767269735-SourPatch Kids Grapes Pouch 101g.jfif?q=10
sweeto-cherry-jelly,Sweeto Cherry Jelly,"80g
",Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128373-Sweeto Cherry Jelly 80g.jpg?q=10
jolly-rancher-gummies-gommeux-naughtynice-mix,Jolly Rancher Gummies Gommeux Naughty&Nice Mix,200g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,200,shopify,100,deny,manual,2750,TRUE,TRUE,https://assets.indolj.io/upload/1771313372-1.jfif?q=10
sweeto-unicorn-jelly,Sweeto Unicorn Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128382-Sweeto Unicorn Jelly 80g.jpg?q=10
sweeto-sharks-jelly,Sweeto Sharks Jelly,"80g
",Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128391-Sweeto Sharks Jelly 80g.jpg?q=10
sourpatch-kids-original-pouch,SourPatch Kids Original Pouch,130g ,Candyshop,General,"General, Imported",TRUE,Title,Default Title,130,shopify,100,deny,manual,1650,TRUE,TRUE,https://assets.indolj.io/upload/1767269791-SourPatch Kids Original Pouch 130g.jfif?q=10
yummy-gummy-gummy-bears-jelly,Yummy Gummy Gummy Bears Jelly,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,770,TRUE,TRUE,https://assets.indolj.io/upload/1750082117-Yummy-Gummy-Gummy-Bears-Jelly-150g.jpg?q=10
yummy-gummy-sour-party-mix-jelly,Yummy Gummy Sour Party Mix Jelly,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,770,TRUE,TRUE,https://assets.indolj.io/upload/1750128455-Yummy Gummy Sour Party Mix Jelly 150g.jpg?q=10
pretty-patties-eggs,Pretty Patties Eggs,54g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,54,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1767269871-Pretty Patties Eggs 54g.jfif?q=10
yummy-gummy-sour-neon-worms-jelly,Yummy Gummy Sour Neon Worms Jelly,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,770,TRUE,TRUE,https://assets.indolj.io/upload/1750082141-Yummy-Gummy-Sour-Neon-Worms-Jelly-150g.jpg?q=10
yummy-gummy-blue-sharks-jelly,Yummy Gummy Blue Sharks Jelly,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,770,TRUE,TRUE,https://assets.indolj.io/upload/1750128481-Yummy Gummy Blue Sharks Jelly 150g.webp?q=10
sweeto-fizzy-strawberry-jar,Sweeto Fizzy Strawberry jar,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,950,TRUE,TRUE,https://assets.indolj.io/upload/1767269914-Sweeto Fizzy Strawberry jar 150g.jfif?q=10
yummy-gummy-atomic-peaches-jelly,Yummy Gummy Atomic peaches Jelly,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,770,TRUE,TRUE,https://assets.indolj.io/upload/1750128491-Yummy Gummy Atomic peaches Jelly 150g.webp?q=10
sweeto-cola-jar,Sweeto Cola Jar,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,950,TRUE,TRUE,https://assets.indolj.io/upload/1767269969-Sweeto Cola Jar 150g.jfif?q=10
tayas-damla-sour-cola-jelly,Tayas Damla Sour Cola Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1732367943-Tayas Damla Sour Cola Jelly.jpg?q=10
sweeto-watermelon-jar,Sweeto Watermelon Jar,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,950,TRUE,TRUE,https://assets.indolj.io/upload/1767270007-Sweeto Watermelon Jar 150g.jfif?q=10
tayas-damla-sour-fruit-garden,Tayas Damla Sour Fruit Garden,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1732368005-Tayas Damla Sour Fruit Garden.jpeg?q=10
sweeto-fruits-jar,Sweeto Fruits Jar,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,950,TRUE,TRUE,https://assets.indolj.io/upload/1767270038-Sweeto Fruits Jar 150g.jfif?q=10
tayas-damla-sour-bears,Tayas Damla Sour Bears,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,420,TRUE,TRUE,https://assets.indolj.io/upload/1732368075-Tayas Damla Sour Bears.jpg?q=10
picmix-jelly-party-mix,Pic&Mix Jelly Party Mix,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,370,TRUE,TRUE,https://assets.indolj.io/upload/1766783955-pick n mix.jfif?q=10
chupa-chups-lollies-jelly,Chupa Chups Lollies Jelly,"90g
",Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750128534-Chupa Chups Lollies Jelly 90g.png?q=10
chupa-chups-pinkis-jelly,Chupa Chups Pinkis Jelly,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750128547-Chupa Chups Pinkis Jelly 90g.webp?q=10
chupa-chups-cola-jelly,Chupa Chups Cola Jelly,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750128560-Chupa Chups Cola Jelly 90g.avif?q=10
yummy-gummy-cola-bottles-jelly-pouch,Yummy Gummy Cola Bottles Jelly Pouch,150g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,150,shopify,100,deny,manual,770,TRUE,TRUE,https://assets.indolj.io/upload/1732773206-Yummy Gummy Cola Bottles Jelly Pouch 150g.jpg?q=10
haribo-happy-cola-jelly,Haribo Happy Cola Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1732368530-Chupa Chups Sour Strawberry belt Jelly.jpg?q=10
chupa-chups-crawlers-jelly,Chupa Chups Crawlers Jelly,90g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,90,shopify,100,deny,manual,550,TRUE,TRUE,https://assets.indolj.io/upload/1750128572-Chupa Chups Crawlers Jelly 90g.jpg?q=10
chupa-chups-panda-bears-jelly,Chupa Chups Panda Bears Jelly,160g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,160,shopify,100,deny,manual,980,TRUE,TRUE,https://assets.indolj.io/upload/1750082279-Chupa-Chups-Panda-Bears-Jelly-160g.jpg?q=10
sourpatch-kids-video,SourPatch Kids Video,99g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,99,shopify,100,deny,manual,1760,TRUE,TRUE,https://assets.indolj.io/upload/1752371638-SourPatch Kids Video 99g.jpg?q=10
haribo-teeth-jelly,Haribo Teeth Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,680,TRUE,TRUE,https://assets.indolj.io/upload/1732369143-Haribo teeth Jelly Pouch_11zon.png?q=10
haribo-phantasia-jelly,Haribo Phantasia Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1732369224-Haribo Phantasia Jelly Pouch.webp?q=10
haribo-starmix-jelly-pouch,Haribo Starmix Jelly Pouch,60g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,60,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1732369561-Haribo Starmix Jelly Pouch.jpg?q=10
chupa-chups-sour-belts,Chupa Chups Sour Belts,57g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,57,shopify,100,deny,manual,690,TRUE,TRUE,https://assets.indolj.io/upload/1750082431-Chupa-Chups-Sour-Belts-57g_11zon.jpg?q=10
chupa-chups-sour-1-meter-belt,Chupa Chups Sour 1 Meter Belt,50g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,50,shopify,100,deny,manual,590,TRUE,TRUE,https://assets.indolj.io/upload/1750128626-Chupa Chups Sour 1 Meter Belt 50g.jpg?q=10
chupa-chups-sour-belts,Chupa Chups Sour Belts,7g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,7,shopify,100,deny,manual,160,TRUE,TRUE,https://assets.indolj.io/upload/1750128640-Chupa Chups Sour Belts 7g.webp?q=10
chupa-chups-panda-bears-jelly,Chupa Chups Panda Bears Jelly,24g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,24,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1750128651-Chupa Chups Panda Bears Jelly 24g.jpg?q=10
tiva-bears-jelly,Tiva Bears Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129050-Tiva Bears Jelly 80g.webp?q=10
tiva-sour-rainbow-belts-jelly,Tiva Sour Rainbow Belts Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129059-Tiva Sour Rainbow Belts Jelly 80g.jpg?q=10
tiva-cola-jelly,Tiva Cola Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129069-Tiva Cola Jelly 80g.webp?q=10
tiva-strowberry-fizzy-jelly,Tiva Strowberry Fizzy Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129158-Tiva Strowberry Fizzy Jelly 80g.webp?q=10
chupa-chups-cool-cola-jelly,Chupa Chups Cool Cola Jelly,24g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,24,shopify,100,deny,manual,390,TRUE,TRUE,https://assets.indolj.io/upload/1750128660-Chupa Chups Cool Cola Jelly 24g.jpg?q=10
tiva-watermelon-slices-fizzy-jelly,Tiva Watermelon Slices Fizzy Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129168-Tiva Watermelon Slices Fizzy Jelly 80g.jpg?q=10
tiva-peach-rings-fizzy-jelly,Tiva Peach Rings Fizzy Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129178-Tiva Peach Rings Fizzy Jelly 80g.webp?q=10
fini-neon-bears-jelly,Fini Neon Bears Jelly,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128671-Fini Neon Bears Jelly 75g.webp?q=10
fini-watermelon-slices-jelly,Fini Watermelon Slices Jelly,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128685-Fini Watermelon Slices Jelly 75g.jpg?q=10
fini-peach-rings-jelly,Fini Peach Rings Jelly,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128706-Fini Peach Rings Jelly 75g.jpg?q=10
fini-wlid-strawberries-jelly,Fini Wlid Strawberries Jelly,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128717-Fini Wlid Strawberries Jelly 75g.jpg?q=10
fini-galaxy-mix-jelly,Fini Galaxy Mix Jelly,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128815-Fini Galaxy Mix Jelly 75g.jpg?q=10
damel-sweet-mix-jelly,Damel Sweet Mix Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1750128826-Damel Sweet Mix Jelly 80g.jpg?q=10
tiva-sugared-ponpon-jelly,Tiva Sugared Ponpon Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129023-Tiva Sugared Ponpon Jelly 80g.webp?q=10
damel-yummy-pizza-jelly,Damel Yummy Pizza Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1750128836-Damel Yummy Pizza Jelly 80g.jpg?q=10
damel-movie-mix-jelly,Damel movie Mix Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1750128845-Damel movie Mix Jelly 80g.jpg?q=10
tiva-sugared-ponpon-jelly,Tiva Sugared Ponpon Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129032-Tiva Sugared Ponpon Jelly 80g.webp?q=10
damel-happy-eggs-mix-jelly,Damel Happy Eggs Mix Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1750128855-Damel Happy Eggs Mix Jelly 80g.jpg?q=10
tiva-sour-multicolor-sticks-jelly,Tiva Sour Multicolor Sticks Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750129040-Tiva Sour Multicolor Sticks Jelly 80g.webp?q=10
damel-lovely-kisses-jelly,Damel Lovely Kisses Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128863-Damel Lovely Kisses Jelly 80g.webp?q=10
damel-tropical-bananas-jelly,Damel Tropical Bananas Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/placholde-general2.png?q=10
damel-rain-wow-jelly,Damel Rain Wow Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,430,TRUE,TRUE,https://assets.indolj.io/upload/1750128892-Damel Rain Wow Jelly 80g.jpg?q=10
damel-red-passion-mix-jelly,Damel Red Passion Mix Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128904-Damel Red Passion Mix Jelly 80g.jpg?q=10
damel-fruit-paradise-mix-jelly,Damel Fruit & Paradise Mix Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128926-Damel Fruit paradise Mix Jelly 80g.jpg?q=10
damel-delicatessen-fruit-mix-jelly,Damel Delicatessen Fruit Mix Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128938-Damel Delicatessen Fruit Mix Jelly 80g.jpg?q=10
damel-wild-strawberries-jelly,Damel Wild Strawberries Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750128945-Damel Wild Strawberries Jelly 80g.jpg?q=10
damel-pika-boom-jelly,Damel Pika Boom Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1750129448-Damel Pika Boom Jelly 80g_11zon.png?q=10
fini-holiday-jelly-pouch,Fini Holiday Jelly Pouch,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1732370640-Fini Holiday Jelly Pouch_11zon.png?q=10
haribo-solucan-fizz-worms-jelly,Haribo Solucan Fizz Worms Jelly,70g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,70,shopify,100,deny,manual,490,TRUE,TRUE,https://assets.indolj.io/upload/1750128960-Haribo Solucan Fizz Worms Jelly 70g.jpg?q=10
haribo-berries-jelly,Haribo Berries Jelly,80g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,80,shopify,100,deny,manual,680,TRUE,TRUE,https://assets.indolj.io/upload/1750128969-Haribo Berries Jelly 80g.jpg?q=10
fini-sour-tropical-mix-jelly-pouch,Fini Sour Tropical Mix Jelly Pouch,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1732772828-Fini Sour Tropical Mix Jelly Pouch 75g.webp?q=10
fini-jelly-crocodiles,Fini Jelly Crocodiles,75g,Candyshop,General,"General, Imported",TRUE,Title,Default Title,75,shopify,100,deny,manual,480,TRUE,TRUE,https://assets.indolj.io/upload/1732772569-Fini Jelly Crocodiles Jelly Pouch 75g.webp?q=10
